OrderDate,Region,Sales Channel,Order Priority,Item Type,Units Sold,Unit Price,Unit Cost,Country,Total Revenue,Total Cost,Total Profit
2019-02-12,África,Tienda,Baja,Televisor,195,812.6,638.71,Egipto,158457.0,124548.45000000001,33908.54999999999
2021-08-01,Asia,Online,Media,Teléfono,63,848.56,344.59,Corea del Sur,53459.28,21709.17,31750.11
2022-09-11,América,Tienda,Alta,Cámara,70,1079.02,159.11,Brasil,75531.4,11137.7,64393.7
2021-06-09,Europa,Online,Baja,Cámara,223,1323.5,152.39,Francia,295140.5,33982.969999999994,261157.53
2021-10-01,Oceanía,Online,Media,Televisor,310,728.86,870.58,Australia,225946.6,269879.8,-43933.19999999998
2019-01-21,América,Online,Alta,Teléfono,283,388.37,449.47,Argentina,109908.71,127200.01000000001,-17291.300000000003
2020-02-11,América,Tienda,Alta,Teléfono,349,533.68,573.06,Brasil,186254.31999999998,199997.93999999997,-13743.619999999995
2021-10-11,Europa,Tienda,Media,Smartwatch,79,1278.28,933.88,Italia,100984.12,73776.52,27207.59999999999
2019-12-02,África,Online,Baja,Smartwatch,36,261.5,277.69,Nigeria,9414.0,9996.84,-582.8400000000001
2024-01-13,Europa,Tienda,Baja,Cámara,389,959.52,771.02,Italia,373253.27999999997,299926.77999999997,73326.5
2022-02-21,América,Online,Media,Auriculares,195,68.97,486.35,EE.UU.,13449.15,94838.25,-81389.1
2024-01-02,África,Online,Alta,Teléfono,435,406.22,236.37,Egipto,176705.7,102820.95,73884.75000000001
2020-12-15,Asia,Tienda,Media,Tablet,217,907.54,857.38,Corea del Sur,196936.18,186051.46,10884.720000000001
2019-02-20,América,Online,Media,Televisor,288,711.8,689.55,Colombia,204998.4,198590.4,6408.0
2019-11-20,Europa,Online,Media,Smartwatch,149,765.65,122.07,Francia,114081.84999999999,18188.43,95893.41999999998
2021-02-27,Asia,Online,Alta,Laptop,496,1007.81,555.5,Singapur,499873.75999999995,275528.0,224345.75999999995
2019-05-21,Oceanía,Tienda,Media,Cámara,273,390.15,856.21,Nueva Zelanda,106510.95,233745.33000000002,-127234.38000000002
2020-04-14,Asia,Online,Media,Televisor,201,457.17,94.93,China,91891.17,19080.93,72810.23999999999
2021-02-25,Europa,Online,Alta,Auriculares,154,1042.46,433.79,España,160538.84,66803.66,93735.18
2023-12-31,Asia,Online,Alta,Auriculares,22,830.52,811.06,China,18271.44,17843.32,428.119999999999
2022-09-19,Europa,Online,Media,Teléfono,297,71.15,862.61,España,21131.550000000003,256195.17,-235063.62
2024-03-31,América,Tienda,Baja,Auriculares,494,1021.98,782.1,Chile,504858.12,386357.4,118500.71999999997
2021-08-21,África,Online,Media,Smartwatch,315,949.13,326.54,Nigeria,298975.95,102860.1,196115.85
2020-01-08,Oceanía,Online,Alta,Auriculares,215,163.98,521.72,Nueva Zelanda,35255.7,112169.8,-76914.1
2023-08-20,África,Tienda,Alta,Televisor,331,1133.9,749.04,Sudáfrica,375320.9,247932.24,127388.66000000003
2022-03-25,África,Tienda,Alta,Cámara,122,807.05,178.01,Marruecos,98460.09999999999,21717.219999999998,76742.87999999999
2023-07-30,África,Tienda,Baja,Tablet,266,346.88,607.15,Sudáfrica,92270.08,161501.9,-69231.81999999999
2019-04-16,Europa,Tienda,Alta,Tablet,343,861.07,728.76,España,295347.01,249964.68,45382.330000000016
2022-12-14,Europa,Tienda,Baja,Cámara,261,913.41,854.49,Reino Unido,238400.00999999998,223021.89,15378.119999999966
2023-08-09,Oceanía,Tienda,Alta,Cámara,55,1384.17,138.32,Australia,76129.35,7607.599999999999,68521.75
2019-01-02,Europa,Online,Alta,Teléfono,282,1126.11,349.78,Alemania,317563.01999999996,98637.95999999999,218925.05999999997
2024-11-07,Europa,Online,Media,Cámara,260,487.79,555.4,España,126825.40000000001,144404.0,-17578.59999999999
2019-12-16,Europa,Tienda,Baja,Auriculares,363,221.29,710.03,Francia,80328.27,257740.88999999998,-177412.62
2022-07-10,Europa,Online,Media,Auriculares,283,1287.12,738.14,Reino Unido,364254.95999999996,208893.62,155361.33999999997
2021-11-28,América,Tienda,Baja,Tablet,230,1276.8,275.66,Chile,293664.0,63401.8,230262.2
2020-03-20,Oceanía,Online,Alta,Cámara,482,304.2,43.46,Australia,146624.4,20947.72,125676.68
2021-08-09,Europa,Tienda,Alta,Teléfono,126,140.09,703.0,Reino Unido,17651.34,88578.0,-70926.66
2019-02-05,Oceanía,Tienda,Baja,Auriculares,442,1082.2,911.85,Nueva Zelanda,478332.4,403037.7,75294.70000000001
2022-01-12,Asia,Online,Media,Teléfono,259,1097.74,803.59,China,284314.66,208129.81,76184.84999999998
2023-01-15,América,Tienda,Baja,Smartwatch,50,306.86,633.79,Colombia,15343.0,31689.5,-16346.5
2023-12-04,Europa,Online,Baja,Televisor,224,1018.91,978.24,Alemania,228235.84,219125.76,9110.079999999987
2024-01-20,América,Tienda,Baja,Smartwatch,381,454.44,450.12,Chile,173141.63999999998,171495.72,1645.9199999999837
2022-11-09,América,Tienda,Alta,Auriculares,282,427.89,539.3,Brasil,120664.98,152082.59999999998,-31417.61999999998
2022-04-10,Asia,Online,Baja,Auriculares,146,520.55,41.92,China,76000.29999999999,6120.320000000001,69879.97999999998
2022-10-31,Oceanía,Tienda,Alta,Auriculares,391,804.57,947.57,Australia,314586.87,370499.87,-55913.0
2023-09-05,América,Online,Media,Tablet,373,1216.46,595.85,Chile,453739.58,222252.05000000002,231487.53
2022-10-17,África,Online,Alta,Tablet,45,773.03,409.08,Marruecos,34786.35,18408.6,16377.75
2024-12-28,Asia,Online,Media,Auriculares,397,482.16,73.23,Corea del Sur,191417.52000000002,29072.31,162345.21000000002
2022-07-24,África,Online,Media,Auriculares,262,1331.76,381.55,Egipto,348921.12,99966.1,248955.02
2022-05-28,Asia,Online,Media,Televisor,419,129.88,33.49,Corea del Sur,54419.72,14032.310000000001,40387.41
2020-06-04,África,Tienda,Alta,Televisor,479,1205.78,344.61,Sudáfrica,577568.62,165068.19,412500.43
2023-12-12,África,Tienda,Baja,Teléfono,234,1187.35,952.91,Nigeria,277839.89999999997,222980.94,54858.95999999996
2019-01-10,América,Online,Alta,Cámara,53,417.64,179.64,Colombia,22134.92,9520.92,12613.999999999998
2021-09-10,América,Tienda,Media,Teléfono,485,337.53,559.05,Chile,163702.05,271139.25,-107437.20000000001
2023-07-15,Asia,Online,Baja,Tablet,235,1318.32,211.02,Japón,309805.2,49589.700000000004,260215.5
2023-07-19,Oceanía,Tienda,Alta,Laptop,196,860.36,789.88,Australia,168630.56,154816.48,13814.079999999987
2020-12-20,América,Online,Media,Televisor,426,116.72,575.53,Chile,49722.72,245175.78,-195453.06
2021-12-08,América,Tienda,Media,Teléfono,4,1341.71,226.17,Colombia,5366.84,904.68,4462.16
2021-05-08,Europa,Online,Baja,Cámara,60,556.06,870.25,Alemania,33363.6,52215.0,-18851.4
2022-08-09,América,Tienda,Alta,Cámara,173,546.13,790.5,Chile,94480.49,136756.5,-42276.009999999995
2023-05-23,Oceanía,Online,Baja,Televisor,72,982.77,952.76,Nueva Zelanda,70759.44,68598.72,2160.720000000001
2019-02-19,Europa,Online,Baja,Televisor,486,1008.9,30.61,Alemania,490325.39999999997,14876.46,475448.93999999994
2019-05-26,África,Tienda,Baja,Smartwatch,75,562.31,473.4,Nigeria,42173.24999999999,35505.0,6668.249999999993
2021-07-03,África,Online,Baja,Laptop,322,257.75,999.85,Egipto,82995.5,321951.7,-238956.2
2023-01-02,Europa,Online,Alta,Televisor,466,850.79,816.85,Alemania,396468.13999999996,380652.10000000003,15816.03999999992
2020-08-03,Europa,Tienda,Baja,Smartwatch,466,956.51,836.35,Francia,445733.66,389739.10000000003,55994.55999999994
2023-05-04,Europa,Tienda,Media,Cámara,22,1297.32,632.5,Reino Unido,28541.039999999997,13915.0,14626.039999999997
2020-04-27,Asia,Online,Media,Laptop,396,752.44,721.51,Singapur,297966.24000000005,285717.96,12248.280000000028
2022-06-03,Oceanía,Online,Media,Cámara,209,986.26,811.17,Australia,206128.34,169534.53,36593.81
2020-11-03,Oceanía,Online,Baja,Smartwatch,51,128.89,119.51,Nueva Zelanda,6573.389999999999,6095.01,478.3799999999992
2020-09-22,África,Online,Media,Cámara,145,1347.06,701.8,Sudáfrica,195323.69999999998,101761.0,93562.69999999998
2020-10-23,África,Tienda,Alta,Smartwatch,420,524.46,820.95,Egipto,220273.2,344799.0,-124525.79999999999
2021-09-14,África,Online,Baja,Laptop,349,966.72,69.64,Nigeria,337385.28,24304.36,313080.92000000004
2023-03-27,América,Online,Baja,Televisor,305,1378.27,318.14,Argentina,420372.35,97032.7,323339.64999999997
2020-10-11,África,Tienda,Baja,Televisor,272,1225.26,344.29,Egipto,333270.72,93646.88,239623.83999999997
2021-08-26,Europa,Tienda,Alta,Teléfono,489,974.67,858.94,España,476613.63,420021.66000000003,56591.96999999997
2022-01-05,África,Online,Baja,Televisor,459,1070.23,786.94,Egipto,491235.57,361205.46,130030.10999999999
2020-03-16,Europa,Tienda,Baja,Cámara,44,1385.31,666.73,España,60953.64,29336.120000000003,31617.519999999997
2021-07-09,Asia,Tienda,Media,Televisor,107,1227.54,810.58,India,131346.78,86732.06,44614.72
2021-02-08,América,Tienda,Media,Televisor,493,934.3,469.83,Colombia,460609.89999999997,231626.19,228983.70999999996
2022-09-05,América,Online,Baja,Teléfono,150,1005.12,878.63,México,150768.0,131794.5,18973.5
2024-01-01,Oceanía,Online,Alta,Laptop,94,263.54,257.19,Nueva Zelanda,24772.760000000002,24175.86,596.9000000000015
2019-09-20,Asia,Online,Media,Teléfono,264,731.74,713.44,India,193179.36000000002,188348.16,4831.200000000012
2023-04-27,Europa,Tienda,Baja,Cámara,110,486.45,264.5,España,53509.5,29095.0,24414.5
2021-09-25,Asia,Online,Media,Cámara,18,676.36,68.67,India,12174.48,1236.06,10938.42
2020-11-30,América,Online,Media,Televisor,238,1010.26,305.63,México,240441.88,72739.94,167701.94
2023-05-23,Europa,Online,Alta,Auriculares,336,266.27,508.12,Alemania,89466.72,170728.32,-81261.6
2022-05-26,Asia,Tienda,Baja,Televisor,239,75.2,848.13,China,17972.8,202703.07,-184730.27000000002
2022-01-30,América,Online,Media,Teléfono,374,625.54,523.59,EE.UU.,233951.96,195822.66,38129.29999999999
2022-04-05,Europa,Online,Baja,Smartwatch,212,517.17,203.78,Alemania,109640.04,43201.36,66438.68
2021-10-02,Europa,Online,Alta,Smartwatch,231,659.63,992.98,Italia,152374.53,229378.38,-77003.85
2019-02-05,América,Online,Alta,Teléfono,328,1400.27,291.97,México,459288.56,95766.16,363522.4
2021-01-13,Europa,Tienda,Media,Tablet,350,1075.27,985.74,Italia,376344.5,345009.0,31335.5
2023-10-31,América,Online,Alta,Cámara,294,524.82,938.24,Colombia,154297.08000000002,275842.56,-121545.47999999998
2019-12-19,África,Online,Media,Smartwatch,413,309.95,556.17,Sudáfrica,128009.34999999999,229698.21,-101688.86
2024-04-06,África,Tienda,Baja,Auriculares,461,946.79,119.2,Sudáfrica,436470.19,54951.200000000004,381518.99
2019-03-14,Europa,Tienda,Media,Teléfono,81,1003.49,704.55,España,81282.69,57068.549999999996,24214.140000000007
2022-10-08,Europa,Tienda,Media,Smartwatch,255,751.25,850.35,España,191568.75,216839.25,-25270.5
2024-03-29,América,Tienda,Alta,Smartwatch,232,358.5,461.94,Ecuador,83172.0,107170.08,-23998.08
2021-12-29,Europa,Tienda,Baja,Laptop,363,91.41,261.87,España,33181.83,95058.81,-61876.979999999996
2020-12-08,Oceanía,Online,Baja,Televisor,209,435.21,808.74,Nueva Zelanda,90958.89,169026.66,-78067.77
2023-12-10,África,Tienda,Media,Smartwatch,457,712.9,558.73,Sudáfrica,325795.3,255339.61000000002,70455.68999999997
2021-08-13,Europa,Tienda,Baja,Smartwatch,386,1192.5,221.7,Alemania,460305.0,85576.2,374728.8
2019-06-09,Europa,Tienda,Baja,Laptop,443,1287.94,951.05,España,570557.42,421315.14999999997,149242.27000000008
2023-10-02,Asia,Online,Media,Cámara,298,648.76,949.66,Singapur,193330.48,282998.68,-89668.19999999998
2023-05-05,Europa,Online,Media,Teléfono,374,1204.38,386.04,Francia,450438.12000000005,144378.96000000002,306059.16000000003
2019-03-08,Oceanía,Online,Baja,Teléfono,472,1490.36,92.08,Nueva Zelanda,703449.9199999999,43461.76,659988.1599999999
2019-02-27,África,Tienda,Media,Laptop,21,1089.09,641.86,Marruecos,22870.89,13479.06,9391.83
2019-12-08,Asia,Online,Alta,Laptop,238,1106.47,337.71,Corea del Sur,263339.86,80374.98,182964.88
2022-02-27,América,Tienda,Baja,Tablet,386,1368.83,94.36,Brasil,528368.38,36422.96,491945.42
2022-04-10,América,Tienda,Media,Televisor,261,540.31,895.05,Brasil,141020.90999999997,233608.05,-92587.14000000001
2022-05-17,África,Online,Baja,Laptop,273,66.25,998.17,Sudáfrica,18086.25,272500.41,-254414.15999999997
2023-02-03,América,Online,Baja,Televisor,280,1481.12,369.89,Argentina,414713.6,103569.2,311144.39999999997
2023-12-27,Oceanía,Online,Alta,Smartwatch,392,761.18,752.4,Nueva Zelanda,298382.56,294940.8,3441.7600000000093
2019-04-26,Europa,Tienda,Alta,Auriculares,414,1189.23,93.8,España,492341.22000000003,38833.2,453508.02
2020-10-23,África,Online,Baja,Teléfono,434,1228.11,388.61,Egipto,532999.74,168656.74000000002,364343.0
2023-01-05,Asia,Online,Alta,Laptop,150,626.4,135.49,Japón,93960.0,20323.5,73636.5
2024-02-12,Europa,Online,Media,Auriculares,315,834.85,83.69,España,262977.75,26362.35,236615.4
2021-10-13,América,Online,Baja,Teléfono,152,832.88,601.13,Ecuador,126597.76,91371.76,35226.0
2019-11-07,América,Online,Alta,Tablet,282,369.31,807.97,Ecuador,104145.42,227847.54,-123702.12000000001
2019-07-27,Asia,Tienda,Baja,Teléfono,61,220.58,469.38,Singapur,13455.380000000001,28632.18,-15176.8
2020-09-24,Oceanía,Tienda,Baja,Laptop,136,838.18,538.45,Nueva Zelanda,113992.48,73229.20000000001,40763.279999999984
2024-10-03,Asia,Online,Media,Auriculares,12,224.21,292.61,Japón,2690.52,3511.32,-820.8000000000002
2020-10-18,África,Tienda,Media,Auriculares,14,551.83,744.3,Egipto,7725.620000000001,10420.199999999999,-2694.579999999998
2022-11-24,Asia,Tienda,Media,Auriculares,30,319.82,380.24,Corea del Sur,9594.6,11407.2,-1812.6000000000004
2024-04-15,América,Tienda,Alta,Teléfono,439,1075.03,95.47,Chile,471938.17,41911.33,430026.83999999997
2023-08-07,Oceanía,Online,Alta,Televisor,355,1314.41,190.54,Australia,466615.55000000005,67641.7,398973.85000000003
2019-08-25,Oceanía,Tienda,Alta,Cámara,445,887.98,154.61,Australia,395151.10000000003,68801.45000000001,326349.65
2019-12-14,Asia,Online,Media,Televisor,318,644.73,452.8,Corea del Sur,205024.14,143990.4,61033.74000000002
2020-09-21,África,Tienda,Baja,Teléfono,287,1495.13,93.26,Egipto,429102.31000000006,26765.620000000003,402336.69000000006
2023-03-21,América,Online,Media,Laptop,220,80.75,812.29,Colombia,17765.0,178703.8,-160938.8
2024-06-26,Europa,Tienda,Alta,Teléfono,238,491.29,910.77,Francia,116927.02,216763.26,-99836.24
2022-06-25,Oceanía,Tienda,Alta,Televisor,27,454.08,270.94,Australia,12260.16,7315.38,4944.78
2019-12-30,Asia,Online,Alta,Teléfono,484,566.5,500.94,Japón,274186.0,242454.96,31731.040000000008
2019-10-13,África,Online,Media,Auriculares,257,384.36,533.49,Marruecos,98780.52,137106.93,-38326.40999999999
2019-05-29,África,Tienda,Alta,Laptop,297,433.18,985.45,Sudáfrica,128654.46,292678.65,-164024.19
2022-01-12,América,Online,Media,Cámara,142,423.63,93.65,Colombia,60155.46,13298.300000000001,46857.159999999996
2020-03-31,Oceanía,Online,Baja,Laptop,250,783.33,677.85,Australia,195832.5,169462.5,26370.0
2023-11-02,América,Online,Media,Tablet,74,617.03,365.39,Brasil,45660.22,27038.86,18621.36
2021-03-10,Europa,Online,Alta,Cámara,434,976.96,516.75,Italia,424000.64,224269.5,199731.14
2022-03-30,Europa,Tienda,Baja,Teléfono,298,795.88,240.52,España,237172.24,71674.96,165497.27999999997
2021-10-09,Europa,Online,Alta,Smartwatch,199,315.96,185.44,Italia,62876.03999999999,36902.56,25973.479999999996
2023-03-04,África,Tienda,Baja,Smartwatch,296,1224.57,266.26,Sudáfrica,362472.72,78812.95999999999,283659.76
2020-04-25,Oceanía,Tienda,Alta,Cámara,14,734.68,99.12,Australia,10285.519999999999,1387.68,8897.839999999998
2023-08-14,América,Online,Media,Cámara,100,272.19,299.75,Brasil,27219.0,29975.0,-2756.0
2024-12-01,América,Online,Alta,Cámara,91,291.98,699.64,EE.UU.,26570.18,63667.24,-37097.06
2023-05-21,Europa,Online,Media,Smartwatch,395,1205.6,661.94,Francia,476211.99999999994,261466.30000000002,214745.69999999992
2019-12-07,Oceanía,Online,Media,Auriculares,191,1069.34,567.86,Australia,204243.93999999997,108461.26000000001,95782.67999999996
2024-07-03,Oceanía,Tienda,Baja,Smartwatch,362,784.47,30.38,Nueva Zelanda,283978.14,10997.56,272980.58
2024-02-10,Asia,Tienda,Media,Teléfono,305,493.82,152.01,Japón,150615.1,46363.049999999996,104252.05000000002
2021-04-14,Oceanía,Online,Media,Tablet,421,717.76,847.58,Nueva Zelanda,302176.96,356831.18,-54654.21999999997
2022-04-18,Oceanía,Tienda,Media,Tablet,106,972.9,293.59,Nueva Zelanda,103127.4,31120.539999999997,72006.86
2023-09-22,América,Online,Baja,Teléfono,394,1324.96,914.83,Brasil,522034.24,360443.02,161591.21999999997
2023-08-17,Oceanía,Tienda,Alta,Smartwatch,438,856.01,878.31,Nueva Zelanda,374932.38,384699.77999999997,-9767.399999999965
2019-11-07,Oceanía,Tienda,Alta,Teléfono,7,451.27,180.28,Australia,3158.89,1261.96,1896.9299999999998
2019-09-19,América,Tienda,Media,Cámara,81,111.97,901.21,Brasil,9069.57,72998.01000000001,-63928.44000000001
2022-12-13,Oceanía,Online,Media,Cámara,253,304.41,639.0,Nueva Zelanda,77015.73000000001,161667.0,-84651.26999999999
2020-02-10,América,Online,Alta,Teléfono,140,992.76,641.38,Ecuador,138986.4,89793.2,49193.2
2024-12-30,Asia,Tienda,Media,Cámara,485,282.63,857.1,Japón,137075.55,415693.5,-278617.95
2019-12-08,África,Online,Alta,Televisor,357,748.23,422.9,Nigeria,267118.11,150975.3,116142.81
2022-09-01,América,Online,Baja,Tablet,311,1063.48,743.21,México,330742.28,231138.31,99603.97000000003
2019-09-01,América,Tienda,Media,Laptop,420,496.93,677.73,Argentina,208710.6,284646.60000000003,-75936.00000000003
2020-05-04,Oceanía,Online,Media,Smartwatch,7,1020.2,778.37,Nueva Zelanda,7141.400000000001,5448.59,1692.8100000000004
2019-01-12,América,Online,Alta,Smartwatch,152,892.55,670.38,Colombia,135667.6,101897.76,33769.84000000001
2020-07-14,Europa,Tienda,Alta,Televisor,290,686.46,107.65,España,199073.40000000002,31218.5,167854.90000000002
2019-02-11,Europa,Tienda,Baja,Auriculares,126,1351.01,313.93,Reino Unido,170227.26,39555.18,130672.08000000002
2020-08-16,Asia,Tienda,Media,Laptop,449,1053.49,941.72,China,473017.01,422832.28,50184.72999999998
2022-12-23,América,Tienda,Alta,Laptop,285,572.87,246.72,México,163267.95,70315.2,92952.75000000001
2024-01-01,Oceanía,Online,Baja,Laptop,282,1216.18,488.09,Australia,342962.76,137641.38,205321.38
2023-08-21,Oceanía,Online,Alta,Cámara,74,1120.25,376.22,Nueva Zelanda,82898.5,27840.280000000002,55058.22
2019-05-14,África,Tienda,Alta,Tablet,449,1197.94,113.71,Nigeria,537875.06,51055.78999999999,486819.2700000001
2021-08-05,Asia,Tienda,Baja,Auriculares,45,979.39,205.75,Corea del Sur,44072.55,9258.75,34813.8
2019-03-14,Oceanía,Online,Baja,Televisor,17,600.09,308.07,Australia,10201.53,5237.19,4964.340000000001
2020-02-03,África,Online,Baja,Cámara,233,555.44,479.42,Sudáfrica,129417.52000000002,111704.86,17712.660000000018
2022-11-29,Oceanía,Online,Baja,Auriculares,164,998.52,878.29,Australia,163757.28,144039.56,19717.72
2019-05-10,África,Tienda,Baja,Smartwatch,457,239.81,530.15,Sudáfrica,109593.17,242278.55,-132685.38
2023-12-17,Europa,Tienda,Baja,Televisor,487,1238.88,662.35,España,603334.56,322564.45,280770.11000000004
2024-06-24,Europa,Tienda,Media,Cámara,63,586.99,443.18,Italia,36980.37,27920.34,9060.030000000002
2019-09-23,Oceanía,Tienda,Baja,Tablet,407,964.04,873.96,Nueva Zelanda,392364.27999999997,355701.72000000003,36662.55999999994
2023-04-10,Asia,Online,Media,Smartwatch,93,773.64,672.74,Japón,71948.52,62564.82,9383.700000000004
2024-06-08,América,Tienda,Alta,Auriculares,322,803.02,117.91,EE.UU.,258572.44,37967.02,220605.42
2021-03-03,Asia,Tienda,Alta,Laptop,466,1120.11,493.18,Japón,521971.25999999995,229821.88,292149.37999999995
2022-08-05,Asia,Online,Baja,Auriculares,92,958.67,832.42,Singapur,88197.64,76582.64,11615.0
2019-06-13,América,Tienda,Alta,Smartwatch,373,412.95,741.65,EE.UU.,154030.35,276635.45,-122605.1
2019-04-05,Europa,Online,Baja,Cámara,495,157.63,908.15,España,78026.84999999999,449534.25,-371507.4
2023-12-11,Europa,Tienda,Baja,Cámara,42,1268.34,250.84,España,53270.28,10535.28,42735.0
2022-02-07,América,Online,Media,Tablet,241,1333.1,977.86,Argentina,321277.1,235664.26,85612.83999999997
2021-04-01,África,Online,Alta,Tablet,327,288.52,306.53,Nigeria,94346.04,100235.31,-5889.270000000004
2019-08-26,Asia,Online,Baja,Tablet,255,498.74,78.67,Corea del Sur,127178.7,20060.850000000002,107117.84999999999
2024-05-14,Oceanía,Tienda,Alta,Televisor,331,459.4,510.8,Nueva Zelanda,152061.4,169074.80000000002,-17013.400000000023
2021-11-14,Europa,Tienda,Media,Auriculares,71,1409.3,137.03,España,100060.3,9729.13,90331.17
2023-08-04,Oceanía,Tienda,Alta,Laptop,299,346.93,690.87,Australia,103732.07,206570.13,-102838.06
2021-08-21,América,Tienda,Media,Cámara,216,291.48,903.54,Ecuador,62959.68000000001,195164.63999999998,-132204.95999999996
2020-06-20,Oceanía,Tienda,Media,Laptop,311,313.67,923.7,Nueva Zelanda,97551.37000000001,287270.7,-189719.33000000002
2023-05-23,Oceanía,Tienda,Media,Teléfono,56,1108.31,618.83,Australia,62065.36,34654.48,27410.879999999997
2024-06-02,Asia,Online,Baja,Tablet,79,1337.63,549.21,Singapur,105672.77,43387.590000000004,62285.18
2019-05-08,América,Tienda,Baja,Smartwatch,415,620.38,994.17,Colombia,257457.7,412580.55,-155122.84999999998
2019-04-02,Oceanía,Tienda,Alta,Laptop,499,247.32,592.04,Australia,123412.68,295427.95999999996,-172015.27999999997
2020-06-26,Europa,Online,Baja,Tablet,339,899.3,929.63,Francia,304862.7,315144.57,-10281.869999999995
2021-04-25,América,Online,Baja,Laptop,440,354.41,919.1,Argentina,155940.40000000002,404404.0,-248463.59999999998
2023-08-09,Europa,Tienda,Alta,Auriculares,121,143.02,310.83,Alemania,17305.420000000002,37610.43,-20305.01
2024-01-26,África,Online,Media,Teléfono,202,1335.04,43.34,Sudáfrica,269678.08,8754.68,260923.40000000002
2020-01-25,Oceanía,Tienda,Media,Tablet,432,1312.72,455.99,Australia,567095.04,196987.68,370107.36000000004
2024-02-28,América,Online,Alta,Televisor,436,1465.07,865.53,Brasil,638770.52,377371.08,261399.44
2019-02-12,Europa,Tienda,Baja,Televisor,328,737.31,841.05,Francia,241837.68,275864.39999999997,-34026.71999999997
2019-09-11,Oceanía,Online,Alta,Laptop,257,476.3,615.56,Australia,122409.1,158198.91999999998,-35789.81999999998
2021-12-19,Asia,Online,Alta,Cámara,130,1166.19,181.96,Corea del Sur,151604.7,23654.8,127949.90000000001
2023-03-21,Europa,Tienda,Baja,Auriculares,349,311.72,134.36,Alemania,108790.28000000001,46891.64000000001,61898.64000000001
2024-05-07,Europa,Tienda,Alta,Smartwatch,42,402.77,956.04,Francia,16916.34,40153.68,-23237.34
2020-10-03,África,Online,Baja,Cámara,74,420.74,438.76,Marruecos,31134.760000000002,32468.239999999998,-1333.479999999996
2020-11-20,Asia,Online,Baja,Tablet,234,1429.85,658.72,Corea del Sur,334584.89999999997,154140.48,180444.41999999995
2022-06-30,África,Online,Alta,Teléfono,9,1108.24,908.69,Nigeria,9974.16,8178.210000000001,1795.949999999999
2024-05-04,Asia,Online,Media,Auriculares,370,243.86,873.8,Japón,90228.20000000001,323306.0,-233077.8
2021-12-15,Europa,Tienda,Baja,Laptop,31,184.63,579.9,España,5723.53,17976.899999999998,-12253.369999999999
2023-01-26,África,Online,Media,Auriculares,96,1272.08,503.27,Sudáfrica,122119.68,48313.92,73805.76
2020-04-01,Oceanía,Online,Baja,Teléfono,258,1213.3,743.2,Australia,313031.39999999997,191745.6,121285.79999999996
2021-09-09,Asia,Tienda,Media,Auriculares,280,1022.94,369.16,China,286423.2,103364.8,183058.40000000002
2024-10-31,Europa,Tienda,Alta,Tablet,229,334.35,636.63,España,76566.15000000001,145788.27,-69222.11999999998
2022-01-27,América,Tienda,Baja,Laptop,245,746.41,52.46,Brasil,182870.44999999998,12852.7,170017.74999999997
2019-05-29,Asia,Tienda,Alta,Teléfono,427,923.95,829.58,China,394526.65,354230.66000000003,40295.98999999999
2022-09-14,Asia,Tienda,Alta,Laptop,198,1401.6,998.09,China,277516.8,197621.82,79894.97999999998
2022-03-25,Oceanía,Tienda,Alta,Smartwatch,456,295.66,956.07,Nueva Zelanda,134820.96000000002,435967.92000000004,-301146.96
2019-07-09,Asia,Online,Baja,Tablet,232,797.4,379.1,Singapur,184996.8,87951.20000000001,97045.59999999998
2021-06-01,Asia,Online,Alta,Teléfono,473,278.74,545.17,Japón,131844.02000000002,257865.40999999997,-126021.38999999996
2020-02-04,Oceanía,Online,Alta,Smartwatch,490,693.58,259.13,Nueva Zelanda,339854.2,126973.7,212880.5
2020-08-31,Oceanía,Tienda,Baja,Smartwatch,299,340.2,323.9,Australia,101719.8,96846.09999999999,4873.700000000012
2023-12-01,África,Tienda,Alta,Smartwatch,51,1262.47,473.63,Marruecos,64385.97,24155.13,40230.84
2023-06-27,Europa,Online,Baja,Teléfono,217,419.37,754.67,España,91003.29000000001,163763.38999999998,-72760.09999999998
2023-04-25,Europa,Online,Alta,Laptop,174,654.8,47.35,Francia,113935.2,8238.9,105696.3
2024-11-18,África,Tienda,Media,Auriculares,75,641.29,411.96,Sudáfrica,48096.75,30897.0,17199.75
2022-10-14,Europa,Tienda,Alta,Auriculares,99,1306.13,569.8,Reino Unido,129306.87000000001,56410.2,72896.67000000001
2022-11-04,Asia,Online,Media,Smartwatch,1,1148.81,238.73,China,1148.81,238.73,910.0799999999999
2021-03-30,África,Online,Baja,Televisor,124,133.48,106.12,Sudáfrica,16551.52,13158.880000000001,3392.6399999999994
2021-03-30,África,Online,Media,Televisor,117,147.28,553.39,Marruecos,17231.76,64746.63,-47514.869999999995
2020-02-24,Europa,Online,Baja,Teléfono,343,849.24,648.68,Italia,291289.32,222497.24,68792.08000000002
2019-05-04,América,Online,Alta,Laptop,195,670.19,651.77,Chile,130687.05000000002,127095.15,3591.9000000000233
2020-02-26,Europa,Tienda,Media,Teléfono,233,449.6,375.89,Francia,104756.8,87582.37,17174.430000000008
2023-02-17,América,Online,Alta,Laptop,129,1199.3,260.24,EE.UU.,154709.69999999998,33570.96,121138.73999999999
2023-05-17,África,Online,Media,Tablet,374,236.52,243.77,Marruecos,88458.48000000001,91169.98000000001,-2711.5
